num_obs	res_prop	n_feat	model	train_prop	val_prop	lower_prop_vi_top_feats	upper_prop_vi_top_feats	n_feats_returned	n_fold	fit_penalty	fit_mixture	nmcc	log2_apop	f1	spec	sens	bal_acc	run_time_sec	date
335	0.11	6968	LR	1	0	0	1	120	5	0.046415888336127774	0.8	0.89	2.97	0.77	1	0.62	0.81	107.2	2026-01-19
