num_obs	res_prop	n_feat	model	train_prop	val_prop	lower_prop_vi_top_feats	upper_prop_vi_top_feats	n_feats_returned	n_fold	fit_penalty	fit_mixture	nmcc	log2_apop	f1	spec	sens	bal_acc	run_time_sec	date
331	0.89	30003	LR	1	0	0	1	292	5	0.046415888336127774	0.2	0.89	0.17	0.97	0.75	0.98	0.87	1326.87	2026-01-19
