num_obs	res_prop	n_feat	model	train_prop	val_prop	lower_prop_vi_top_feats	upper_prop_vi_top_feats	n_feats_returned	n_fold	fit_penalty	fit_mixture	nmcc	log2_apop	f1	spec	sens	bal_acc	run_time_sec	date
327	0.02	2316	LR	1	0	0	1	117	5	0.002154434690031882	0.6	1	6.04	1	1	1	1	30.44	2026-01-19
