num_obs	res_prop	n_feat	model	train_prop	val_prop	lower_prop_vi_top_feats	upper_prop_vi_top_feats	n_feats_returned	n_fold	fit_penalty	fit_mixture	nmcc	log2_apop	f1	spec	sens	bal_acc	run_time_sec	date
335	0.11	2132	LR	1	0	0	1	224	5	1e-4	0.2	0.89	2.87	0.8	0.98	0.75	0.87	19.95	2026-01-19
