num_obs	res_prop	n_feat	model	train_prop	val_prop	lower_prop_vi_top_feats	upper_prop_vi_top_feats	n_feats_returned	n_fold	fit_penalty	fit_mixture	nmcc	log2_apop	f1	spec	sens	bal_acc	run_time_sec	date
331	0.89	6878	LR	1	0	0	1	122	5	1e-4	0.8	0.97	0.18	0.99	1	0.98	0.99	108.07	2026-01-19
