Variable	Importance	Sign
group_5718.group_6725.group_8237	0.7045908362134965	NEG
group_6726.group_8463.group_8464	0.6567499317601558	POS
group_1965.group_6152.group_8320	0.5971107031239966	POS
group_7027.group_8483.group_8371	0.5810465202133305	NEG
group_7616.group_8371.group_8483	0.5796492545058624	NEG
group_6343.group_6053.group_7778	0.5155691403998047	POS
group_7744.group_8432.group_8488	0.4828969411238472	POS
group_1712.group_236.group_565	0.41704624683239905	NEG
group_3871.group_3783.group_3927	0.40049698277930174	POS
group_2662.group_2845.group_5969	0.3918740462809445	NEG
group_5749.group_6909.group_7854	0.3846144707297026	POS
group_6615.group_5239.group_8320	0.33333910441592957	NEG
group_3783.group_3927.group_6874	0.3260519834508341	POS
group_6444.group_4627.group_6445	0.3061145535763652	NEG
group_6682.group_5537.group_7740	0.2880949024244266	POS
group_6531.group_6532.group_5444	0.2634217661510252	POS
group_8163.group_8481.group_2731	0.22865453286210616	POS
group_618.group_7157.group_6731	0.2260336055062233	POS
group_2606.group_7891.group_5718	0.2174149214627863	NEG
group_6725.group_5718.group_7891	0.2116140174460682	NEG
group_1245.group_7238.group_7982	0.21130357480880604	POS
group_8658.group_8639.group_8638	0.20773532495741573	POS
group_2037.group_7363.group_1528	0.17052562938852822	POS
group_6715.group_5681.group_7740	0.16637896352799555	POS
group_624.group_5057.group_6575	0.1650681807750043	NEG
group_7525.group_4834.group_7876	0.1570189648901681	POS
group_6532.group_5444.group_7724	0.14616596172198287	POS
group_5206.group_8483.group_2606	0.14604374678584114	NEG
group_2242.group_2876.group_2850	0.13942547513647513	POS
group_1696.group_3346.group_8141	0.13779729852929382	POS
group_6847.group_8464.group_8463	0.13446595622710641	POS
group_265.group_7093.group_4284	0.13432656679041163	POS
group_3571.group_7456.group_2774	0.1311913879206142	POS
group_7185.group_7974.group_7514	0.12796511953764853	POS
group_4912.group_5075.group_6537	0.1265492961700516	POS
group_2181.group_5267.group_6265	0.12527638281778686	POS
group_4613.group_6797.group_7531	0.12328174434674337	POS
group_7757.group_8307.group_6107	0.12032637449993198	POS
group_4452.group_8465.group_8335	0.12011004004942911	POS
group_1183.group_5392.group_6647	0.11736251888897474	NEG
group_6430.group_4613.group_6797	0.11484103676723434	POS
group_5742.group_7664.group_6185	0.1134059564564024	POS
group_6343.group_6053.group_6778	0.10983990377676184	POS
group_8320.group_8237.group_8372	0.10863191715114313	NEG
group_2158.group_7520.group_7546	0.10539538997321087	POS
group_6669.group_8326.group_7729	0.10445798997069397	POS
group_2158.group_8082.group_8004	0.10268057230898445	POS
group_8158.group_7729.group_8326	0.10198165948106651	POS
group_6970.group_7912.group_8320	0.1001876446193127	POS
group_3976.group_7368.group_7725	0.09967568887717199	POS
group_2446.group_8320.group_7912	0.09957200471648049	POS
group_7778.group_6053.group_7779	0.08768795014353938	NEG
group_4627.group_6444.group_6277	0.08587518458026928	NEG
group_8307.group_8335.group_6348	0.08282794911261444	NEG
group_4090.group_8486.group_8495	0.08147115171731156	NEG
group_2211.group_5453.group_8140	0.07908915335020258	POS
group_2908.group_4773.group_6356	0.07695490483356167	POS
group_4035.group_2530.group_6403	0.0768344669149918	NEG
group_6980.group_8307.group_8335	0.0757094108643658	NEG
group_5531.group_5530.group_8308	0.0736278280142499	POS
group_2908.group_4773.group_682	0.07352442772655508	NEG
group_1766.group_4422.group_4421	0.0636949299114965	NEG
group_6333.group_4564.group_5275	0.06225706442454714	POS
group_4422.group_4421.group_6502	0.061587395041223514	NEG
group_1764.group_195.group_7083	0.060714383361315905	NEG
group_4685.group_8327.group_8355	0.058431563232423864	POS
group_3376.group_8307.group_8308	0.05188695666960975	NEG
group_391.group_6435.group_8323	0.05026200924383804	POS
group_6435.group_8323.group_6412	0.049152924438646765	POS
group_6435.group_8323.group_6593	0.04746003120531875	POS
group_1074.group_8327.group_5536	0.04643893570713669	NEG
group_3835.group_8300.group_7915	0.042285681448851184	POS
group_4560.group_8465.group_8335	0.04118390622937377	NEG
group_7724.group_7915.group_8300	0.04071738454366648	POS
group_4359.group_7612.group_7568	0.039146366013397625	POS
group_956.group_1074.group_8327	0.03665132091309051	NEG
group_5449.group_6280.group_6834	0.035978326947958085	NEG
group_2118.group_7520.group_7546	0.035779820398637044	NEG
group_1966.group_8000.group_7349	0.03544101674487703	POS
group_2118.group_7374.group_8004	0.035160127962015515	NEG
group_6631.group_4762.group_7629	0.033743205417621415	NEG
group_8000.group_7349.group_8209	0.03301095539327656	POS
group_7374.group_2118.group_7520	0.03131711058548103	NEG
group_2587.group_8420.group_7771	0.030873905594959783	POS
group_1036.group_8309.group_6743	0.030616835829887275	POS
group_1036.group_8309.group_8375	0.030468206081334104	POS
group_7441.group_8013.group_8074	0.029145649219650575	NEG
group_1764.group_195.group_310	0.02827294800943496	POS
group_5308.group_7505.group_5603	0.02757621211266137	POS
group_187.group_7082.group_5505	0.027084065067545907	POS
group_7971.group_8074.group_8013	0.026909917305565308	NEG
group_379.group_8388.group_4095	0.02285420791004857	POS
group_4717.group_8397.group_8375	0.022537783369953397	POS
group_4959.group_6686.group_8388	0.021861213827688235	POS
group_6686.group_8388.group_379	0.021554583060509457	POS
group_538.group_908.group_5505	0.021537540711136813	POS
group_5074.group_8309.group_8375	0.021258066674982964	POS
group_6686.group_8388.group_4095	0.020668128154990924	POS
group_1073.group_5334.group_7716	0.020661423007459545	NEG
group_1084.group_5049.group_5358	0.020406053626840847	NEG
group_7754.group_8157.group_8470	0.019966088288064184	POS
group_7894.group_379.group_8388	0.019260511906051735	POS
group_6742.group_6743.group_8309	0.018627722222144722	POS
group_6725.group_5718.group_8483	0.018131482024148892	NEG
group_6743.group_8309.group_5074	0.017889135823741114	POS
group_8309.group_8375.group_8397	0.01776477320695359	POS
group_4709.group_6476.group_7008	0.017745219148059606	POS
group_5530.group_8308.group_8119	0.017336454011727592	POS
group_8067.group_8470.group_8157	0.017247744948045558	POS
group_8310.group_8309.group_8375	0.01723084943778332	POS
group_6743.group_8309.group_8310	0.017201420202897614	POS
group_6743.group_8309.group_8375	0.0165484089816584	POS
group_1910.group_1084.group_5049	0.01575518747088497	NEG
group_1965.group_6013.group_3377	0.015605586038561528	POS
group_8308.group_8119.group_8310	0.012857359120843468	POS
group_3115.group_685.group_1561	0.012438012806493867	POS
group_2530.group_6403.group_4824	0.012021896877245144	NEG
group_7714.group_1882.group_8327	0.011333664163453742	POS
group_2688.group_7446.group_4389	0.010757339591848141	POS
group_5203.group_6957.group_4389	0.010479427810674386	POS
group_6467.group_7829.group_4335	0.010200101130136066	POS
group_7690.group_4095.group_8388	0.010190076480019723	POS
group_6467.group_7829.group_6926	0.010096877862827912	NEG
group_685.group_1561.group_5464	0.009940746260916908	POS
group_1274.group_4446.group_6197	0.009798008258654576	POS
group_6775.group_6049.group_7774	0.009444602583735202	POS
group_6810.group_6926.group_4335	0.009119024039078284	POS
group_6810.group_6926.group_7829	0.008965349962571829	NEG
group_6947.group_7907.group_4898	0.008638112881988534	POS
group_4426.group_6932.group_4427	0.0069678363506525155	POS
group_3956.group_7589.group_7020	0.006875869255396525	POS
group_3909.group_3448.group_5969	0.006611079857975648	NEG
group_4427.group_8410.group_6838	0.0058708372024244455	POS
group_6013.group_3377.group_5948	0.0057749416091948	POS
group_4446.group_6197.group_7286	0.005532771789246615	POS
group_3195.group_8406.group_153	0.005441054705981752	NEG
group_3131.group_5852.group_7177	0.00539050571279919	POS
group_3195.group_8406.group_8114	0.005149220071510949	NEG
group_153.group_8406.group_8114	0.004827956639350425	NEG
group_5852.group_7177.group_7928	0.004405260214656115	POS
group_4223.group_7020.group_7589	0.004252419437623488	POS
group_2140.group_5425.group_4788	0.002134041850089473	NEG
group_2845.group_8463.group_8464	0.001982379666775557	NEG
group_5021.group_8406.group_3195	0.0019236096371049794	NEG
group_4018.group_8481.group_2731	0.0017687424466602234	POS
