Variable	Importance	Sign
group_8463	0.9195338911887909	NEG
group_8464	0.4893277977785568	NEG
group_6506	0.3269245028013361	POS
group_8372	0.30241285632435777	NEG
group_6726	0.25252148402309027	NEG
group_7233	0.2302855410530321	NEG
group_4424	0.1596151157470973	NEG
group_6961	0.15652290247772413	NEG
group_9459	0.1405958131834525	POS
group_8320	0.13902953266684256	NEG
group_7912	0.12804448282912223	NEG
group_6353	0.11463985946348154	NEG
group_6877	0.11008080435405515	NEG
group_6847	0.09899566642334921	NEG
group_5718	0.0976192203148076	NEG
group_6668	0.09134640472318942	NEG
group_4510	0.09130598093729678	NEG
group_7681	0.08711259755545978	NEG
group_8237	0.08681211377649756	NEG
group_6517	0.08590803835438827	NEG
group_6725	0.08580141288748985	NEG
group_4618	0.08340265637542264	POS
group_7189	0.08200389788051843	NEG
group_4876	0.08195811682616459	NEG
group_5505	0.08139952192023428	POS
group_5506	0.07994699661937624	POS
group_6975	0.07992469347771981	NEG
group_7751	0.06247721581359432	POS
group_9155	0.060585382556734284	POS
group_6712	0.0596832763225961	NEG
group_6500	0.059303917563992434	NEG
group_10005	0.05930173316964896	NEG
group_10006	0.058821696599472055	NEG
group_10004	0.05860270349688515	NEG
group_10007	0.0581660007514213	NEG
group_5276	0.05813474117246401	NEG
group_3902	0.057671447475776114	NEG
group_4833	0.057239949948429424	NEG
group_10055	0.05693838804803994	POS
group_4464	0.056427117489274446	NEG
group_5521	0.055607765107143055	POS
group_9372	0.05482000923633119	POS
group_9373	0.05337470215113653	POS
group_8858	0.05291688030154934	POS
group_6518	0.05275505654578746	NEG
group_4455	0.048232265683497214	POS
group_3348	0.047664461855066634	POS
group_8721	0.0473851216486736	POS
group_8731	0.047206172470002555	POS
group_4714	0.046864417322359596	POS
group_7802	0.04628113511833797	NEG
group_5802	0.04586998639503693	POS
group_5975	0.04534108750419367	NEG
group_9075	0.04475589859848832	POS
group_3711	0.044549750008073735	POS
group_9154	0.04440518341925936	POS
group_5261	0.04065075149942104	POS
group_210	0.034421414109950706	POS
