Variable	PEN	PEN_TMD	TMD_MAC_PEN	TMD_PEN	TMD_PEN_MAC
group_1000.group_825.group_867	0	0.015636091912597398	0	-0.011175608162466252	0
group_1010.group_4935.group_3799	0	-0.05265369068147741	0	0	0
group_1036.group_8309.group_8308	0	0	0.015241515185391661	0	0
group_105.group_6428.group_3187	0	0	0	0	0.02293638587542231
group_106.group_1262.group_5156	0	0.06099038931595508	0	0	0
group_1073.group_5334.group_7716	-2.202367572873653e-4	0	0	0	0
group_1084.group_1910.group_7224	0	0.03813073008802826	0	0	0
group_1084.group_5049.group_5358	-2.1198258166318872e-4	0	0	0	0
group_1089.group_4659.group_453	-3.669739068128578e-4	0	0	0	0
group_1094.group_3128.group_5665	0	0	0	0.05035367247953209	0
group_1094.group_3128.group_5851	0	0.025642751892888425	0	0	0
group_1129.group_2083.group_1224	0	0	0	0.004542552143079872	0
group_1129.group_2083.group_4995	0	0	0	-0.004612239133582665	0
group_1133.group_7227.group_641	0	0.0010046271103589458	0	0	0
group_1139.group_8327.group_1282	0	0.023009656809630154	0	0	0
group_1139.group_8327.group_282	0	0.023291151459655015	0	0	0
group_1139.group_8367.group_8413	0	0	0	0.050108426139067686	0
group_1152.group_1762.group_1354	-0.007441074272443405	0.010909900026004324	0	0	0
group_1152.group_1762.group_1896	0.007483640722854226	-0.010791764402469926	0	0	0
group_1183.group_5392.group_6647	0	0	0.04232683440029636	0	0
group_1236.group_2280.group_3184	0	0	0.04164373149587055	-0.00799849025240098	0.007284595749656674
group_1242.group_310.group_7083	0	0	0	0.011816875082320117	0
group_126.group_1354.group_1762	-0.007454243976747099	0.01075141872049061	0	0	0
group_1274.group_4446.group_6197	0.08606928926081729	0	0	0	0
group_1274.group_4446.group_8321	0	0	0	0.01136923883021157	0
group_1285.group_1958.group_8172	3.663097396353635e-4	0	0	0	0
group_1287.group_7247.group_2859	0	0	0	0.011516143606964166	0
group_1325.group_1242.group_1898	0	0	0	-0.011815576869459119	0
group_1325.group_1484.group_3854	0	0.009070254241459321	0	0	0
group_1358.group_2673.group_6016	0.026980410606047726	0	0	-0.004017491049384517	0
group_1388.group_292.group_5179	0	0.1478915146433999	0	-0.018088476598494233	0
group_142.group_7072.group_6715	0	0	0	-0.013612512228578554	0
group_1473.group_7273.group_215	0	0.0011752157838605475	0	0	0
group_1473.group_7273.group_658	0	0.009443149281498425	0	0	0
group_1478.group_886.group_4864	-0.024136676825727083	0	0	0	0
group_1484.group_1325.group_1242	0	0	0	-0.011795463929219232	0
group_1528.group_7363.group_4761	-0.004337996266999138	0	0	0	0
group_1586.group_7286.group_6063	0	0	0	0	0.052730080302287825
group_1586.group_7286.group_6197	0	0	0	-0.004437488975070578	0
group_1676.group_2326.group_5604	0	-0.03558719456552277	0	0	0
group_1687.group_3194.group_7503	0	0	0	-0.042376192494106284	0
