Variable	PEN	PEN_TMD	TMD_MAC_PEN	TMD_PEN	TMD_PEN_MAC
PF05971_IPR010286	0	0	0	0	-0.0031027263103692877
PF06006_IPR009253	0	0	0	-0.11645064385558211	0
PF06056_IPR010332	0	0	-0.7616726263030688	0	1.3051100726787968
PF06082_IPR010344	0	0	0	-0.0014628333270660502	0
PF06146_IPR020948	0	0	0	-2.645142434873225e-16	0
PF06176_IPR009330	-0.09093520105819002	0	-0.5905699252614601	0	1.0455201956339055
PF06308_IPR009391	0	0	0	0	0.43733796479561704
PF06415_IPR011258	0	0	-0.0036581308092983695	0	0
PF06426_IPR010493	0	0	-1.5685708245733767e-16	0	0
PF06496_IPR009476	0	0	-0.16746479948320644	0	0
PF06527_IPR009492	-0.4168134750771376	0	0	0	0
PF06688_IPR009572	0	0.8450107139269795	0	0	0
PF06958_IPR016128	0	0.3369443066572096	0	-0.805779952357762	0
PF06998_IPR009736	0	0	-0.2353545124305548	0	0
PF07063_IPR009770	0	0	0	0	-0.26126815315647284
PF07128_IPR009811	0	-1.27023079070057	0.3054465618817469	0	0
PF07214_IPR010815	0	0	-0.007396158352316268	0	0
PF07479_IPR006109	0	0	-0.015266018112314733	0	0
PF07693_IPR011646	0	0	0	0.023234203451303493	0
PF07728_IPR011704	0	0	0	-3.990130113622322e-16	0
PF08052_IPR012602	0	-0.2771037115385834	0	0	0.6701400582320771
PF08410_IPR013619	-1.736982589960579e-4	0	0	0	0
PF08849_IPR014948	0	0.375632037419613	0	0	0
PF09008_IPR009093	0	0	-0.20774982466017725	0	0.15510562756039387
PF09052_IPR015138	0	0	0	0	-0.040252019272042534
PF09375_IPR018976	-0.0034929330038574492	0	0	0	0
PF09480_IPR019029	0	0	0	0	-0.005336468569903388
PF09482_IPR013388	0	0	0	0	-8.79729248136485e-17
PF10543_IPR018873	0	-0.5857941722573049	0	0	0
PF10554_IPR018880	0	0	0	0.028630856853216622	0
PF10624_IPR018898	0.48801879055313047	0	0	0	0
PF10733_IPR019669	0	0	0	-0.5523450074312073	0
PF10735_IPR019671	0	0	0	0	-6.139330211695735e-4
PF10743_IPR019679	0	0.0982139357568988	0	0	0
PF10753_IPR019689	0	0	0	0	-7.772869943340521e-17
PF10798_IPR024753	0	-0.33094882904823636	0	0	0
PF10809_IPR020126	0	0.08325793477657698	0	0	0
PF10828_IPR022538	0	0	0	0.011229738370529159	0
PF10872_IPR022626	0	0	0	7.173267619995186e-16	0
PF10971_IPR024497	0	0	0	-0.041490874854504665	0
PF11036_IPR020196	0	0	0	-4.520690166306919e-16	0
PF11045_IPR020368	0	0	-0.005358233394964555	0	0
PF11441_IPR021546	0	0	0	0	-0.0021533024654907125
PF11656_IPR020317	0	0	-0.588598105786384	0	0
PF12167_IPR022000	0	0	-0.2642647239183435	0	0
PF13006_IPR024473	0	0	0	0.23241553143776844	0
PF13086_IPR041677	0	-0.7741346171371212	0	0.9861278979267349	0
PF13087_IPR041679	0	-0.0027025612861383557	0	0.021763621719864467	0
PF13198_IPR025096	0	0	0.726871314298128	0	-0.2255565949028141
PF13340_IPR025161	0	0	0	0.2092316679683651	0
PF13354_IPR045155	-3.0107701080072298	0	0.49079556199644925	0	0
PF13434_IPR025700	0	0	-9.940756722958894e-4	0	0
PF13473_IPR028096	-0.022321761549398158	0	0	0	0
PF13483_.	0	0	0	-0.11507090582301577	0
PF13518_IPR055247	0	0	0	0	-0.317513330734131
PF13523_.	0	0	-6.989180367579386e-17	0	0
PF13700_IPR025296	0	0	-0.007132328771715332	0	0
PF13744_IPR039554	0	0	0	3.8606765572239795e-16	0
PF13986_IPR025319	0	0	0.02526531171832747	0	0
PF14264_IPR025686	-0.7335739290374055	0	0	0	0
PF15978_IPR032750	-0.7248572449025111	0	0	0	0
PF16535_IPR032391	0	0	0	0	-0.010639556504809612
PF17073_IPR031411	0	0	-0.45265434801837684	0	0.43175530646423543
PF17089_IPR031382	0	-0.19248938914025002	0	0.4622953304175506	0
PF17399_IPR035404	0	0.029537968481758946	0	0	0
PF17940_IPR041583	0	0	-2.038841070835087e-4	0	0
PF18623_IPR041419	-0.0019873606172341515	0	0	0	0
PF20155_IPR013491	-0.20218804315740918	0	0	0	0
PF20432_IPR046847	0	0.10759514082426984	0	0	0
PF20714_IPR048714	0	0	0	-0.1587370767951937	0
PF21882_IPR054075	-0.031090122049238233	0	0	0	0
PF22867_IPR054444	0	0.33214516495486085	-0.2304682900548842	0	0.10759547977068848
PF23514_IPR057813	0	0.019906172748786692	0	0	-0.027213721303098466
PF23690_IPR057799	0	-0.692046043533858	0	0.2894197391834421	0
PF24078_IPR057393	0	0	0	0	-0.01776290798375759
PF24673_IPR049597	0	0.37306317855432325	0	0	0
PF25392_IPR057485	0	0	0	0	-1.3325248956080842e-5
PF25855_IPR058988	0	0	0	0	-2.590672278361689e-7
PF25881_IPR059052	0	0	0	0	-1.9368767869673636e-9
PF26124_IPR058351	0	0	0	0	-4.163492413332422e-11
PF26304_IPR058805	0	0	0	0	-1.3195938722047275e-16
PF26518_IPR049586	0	0.3858215512651072	0	0	0
PF26599_IPR047782	0	0	0	0	-2.8152669404422247e-13
