Variable	PEN	PEN_TMD	TMD_MAC_PEN	TMD_PEN	TMD_PEN_MAC
fig.623.1101.peg.3637	-6.019765647164871e-4	0	0	0	0
fig.623.1101.peg.3638	-6.131000220597254e-4	0	0	0	0
fig.623.1101.peg.3639	-6.255244372971545e-4	0	0	0	0
fig.623.1101.peg.3640	-6.37403202039848e-4	0	0	0	0
fig.623.1101.peg.3641	-6.468820945686126e-4	0	0	0	0
fig.623.1101.peg.3642	-6.52259194413843e-4	0	0	0	0
fig.623.1101.peg.3644	-6.521158711974544e-4	0	0	0	0
fig.623.1101.peg.3645	-6.45420526719113e-4	0	0	0	0
fig.623.1101.peg.3646	-6.315936689338478e-4	0	0	0	0
fig.623.1101.peg.3647	-5.702856024302393e-4	0	0	0	0
fig.623.1101.peg.3648	-5.818268714614204e-4	0	0	0	0
fig.623.1101.peg.3649	-5.848164084297408e-4	0	0	0	0
fig.623.1101.peg.3650	-5.624735931004796e-4	0	0	0	0
fig.623.1101.peg.3970	0	0	0	0	0.1438554601224883
fig.623.1101.peg.4201	0	0	-0.013803705492411195	0	0
fig.623.1101.peg.4203	0	0	-0.014547575242913906	0	0
fig.623.1101.peg.430	-0.18129873336513885	0	0	0	0
fig.623.1101.peg.4451	-0.011071162702873269	0	0	0	0
fig.623.1101.peg.4773	0	-0.03567746515995443	0	0	0
fig.623.1101.peg.4823	-1.3733393037568742e-4	0	0	0	0
fig.623.1101.peg.4824	-1.495397093330369e-4	0	0	0	0
fig.623.1101.peg.4825	-1.0219830239160705e-4	0	0	0	0
fig.623.1101.peg.4826	-5.4018346598232025e-5	0	0	0	0
fig.623.1101.peg.4827	-2.4006853193437365e-5	0	0	0	0
fig.623.1101.peg.4982	0	0	0.004731037807328604	0	0
fig.623.1101.peg.4988	0	0	0.07939888008588158	0	0.0052734539395295
fig.623.1101.peg.4994	0	0	0.037034186929238044	0	0
fig.623.1101.peg.4997	0	0	0.029638354571733083	0	0
fig.623.1101.peg.4999	0	0	0.03911577462655494	0	0
fig.623.1101.peg.5001	0	0	0	0	0.14574331843053265
fig.623.1101.peg.5006	0	0	0	0	0.03508867678118656
fig.623.1101.peg.5007	0	0	0	0	0.03476035154943973
fig.623.1101.peg.5008	0	0	0	0	0.03460152132516053
fig.623.1101.peg.5011	0	0	0.027951530626001864	0	0.057603240816696516
fig.623.1101.peg.5012	0	0	0.027379285264908376	0	0.0574526308266764
fig.623.1101.peg.5014	0	0	0.08032856784876016	0	0.11512355938767153
fig.623.1101.peg.5016	0	0	0.02923946902975919	0	0.06740023107917466
fig.623.1101.peg.5017	0	0	0	0	0.027364785740290304
fig.623.1101.peg.5019	0	0	0.02924993949875361	0	0.06655173756020114
fig.623.1101.peg.5024	-0.19722583303381497	0	0	0	0
fig.623.1101.peg.5027	0	-0.009357826851960582	0	0	0
fig.623.1101.peg.5028	0	-0.009654680218582493	0	0	0
fig.623.1101.peg.5029	0	-0.010071068663886934	0	0	0
fig.623.1101.peg.5034	0	0	0.05098015712120711	0	0
fig.623.1101.peg.5036	-0.4505304540854452	0	0	0	0
fig.623.1101.peg.5043	0	0	0.009743698850028227	0	0
fig.623.1101.peg.5044	0	0	0.01696951272585314	-0.006505918983968278	0
fig.623.1101.peg.5046	0	0	0.0779665678187899	0	0.00402909341975492
fig.623.1101.peg.5047	0	0	0.07856845276461073	0	0.004799787163050372
fig.623.1101.peg.5050	0	0	0.07880209020804883	0	0.005132352815992133
fig.623.1101.peg.5054	0	0	0.018423146320073025	-0.007548818420113779	0
fig.623.1101.peg.5057	0	0	0.018242736058865627	-0.008344260124306113	0
fig.623.1101.peg.5059	0	0	0.018136866712605802	-0.008808687712456948	0
fig.623.1101.peg.5061	0	0	0.07816363836726394	0	0.005199962612010077
fig.623.1101.peg.5062	0	0	0.018184514708748375	-0.009006070407739304	0
fig.623.1101.peg.5063	0	0	0.01817237565703867	-0.00906148659663748	0
fig.623.1101.peg.5064	0	0	0.018132485386762737	-0.009073362529352716	0
fig.623.1101.peg.5065	0	0	0.018072813465393953	-0.00908630857200774	0
fig.623.1101.peg.5066	0	0	0.018003846832416785	-0.009106379759666208	0
fig.623.1101.peg.5067	0	0	0.0179319216108009	-0.009124974295682832	0
fig.623.1101.peg.5068	0	0	0.01785947606361338	-0.009134163034492628	0
fig.623.1101.peg.5069	0	0	0.01778728946462554	-0.009131730508358613	0
fig.623.1101.peg.5070	0	0	0.017715845696914544	-0.009120262438814366	0
fig.623.1101.peg.5072	0	0	0.017645715027120475	-0.009104481255871832	0
fig.623.1101.peg.5073	0	0	0.017577504526034494	-0.009089042775129584	0
fig.623.1101.peg.5075	0	0	0.04172766266765386	0	0
fig.623.1101.peg.5077	0	0	0	-0.004744982239081578	0
fig.623.1101.peg.5078	0	0	0	-0.0044360202874823874	0
fig.623.1101.peg.5079	0	0	0	-0.004248675577189682	0
fig.623.1101.peg.5081	0	0	0.04192917994364337	0	0
fig.623.1101.peg.5082	0	0	0.041993503024913365	0	0
fig.623.1101.peg.5083	0	0	0.04196499017654476	0	0
fig.623.1101.peg.5087	0	0	0.003734107808564287	0	0
fig.623.1101.peg.5160	0	-0.09232603455433752	0	0	0
fig.623.1101.peg.518	-0.11310721519681852	0	0	0	0
fig.623.1101.peg.5284	0	-0.04214018970445835	0	0	0
fig.623.1101.peg.5287	0	0	0.02451652968529818	0	0
fig.623.1101.peg.576	0	0.013289052573772863	0	0	0
fig.623.1101.peg.66	0	0	0.07005761733785432	0	0
fig.623.1101.peg.77	0	0	0	0	-0.008832746609027083
fig.623.1101.peg.78	0	0	0	0	-0.008654148548428693
fig.623.1101.peg.79	0	0	0	0	-0.008548320262207596
fig.623.1101.peg.90	0	0	0	0	-0.008463509711295556
fig.623.1102.peg.1993	0	-0.020604907578970235	0	0	0
fig.623.1102.peg.2057	0	0.10152860628559601	0	0	0
fig.623.1102.peg.2275	-0.023854810311693845	0	0	0	0
fig.623.1102.peg.2310	0	0	0	0	-0.12161249869440988
fig.623.1103.peg.10	0	0	0	8.719292821059041e-5	0
fig.623.1103.peg.16	-0.2961944918091415	0	0	0	0
fig.623.1103.peg.18	-0.09335565748010752	0.005200835321629322	0	0	0
fig.623.1103.peg.19	-0.17305463137548782	0.11371668870958304	0	0	0
fig.623.1103.peg.3473	0	0	0	-0.12106015376253156	0.09304224157262964
fig.623.1103.peg.47	0	0	0	7.258096821781239e-5	0
fig.623.1103.peg.48	0	0	0	4.704151141150964e-5	0
fig.623.1103.peg.52	0	0	0	1.894608494103326e-5	0
fig.623.1103.peg.529	0	0	-0.15841787465145643	0	0
fig.623.1103.peg.62	0	0	0	6.224779824290107e-6	0
fig.623.1103.peg.63	0	0	0	1.818989516204417e-6	0
fig.623.1103.peg.66	0	0	0	4.905847370825759e-7	0
fig.623.1103.peg.67	0	0	0	1.2445830989324892e-7	0
fig.623.1103.peg.68	0	0	0	3.003815043045421e-8	0
fig.623.1103.peg.69	0	0	0	6.9499104631377356e-9	0
fig.623.1103.peg.70	0	0	0	1.550248309867956e-9	0
fig.623.1103.peg.71	0	0	0	3.348724206206258e-10	0
fig.623.1103.peg.74	0	0	0	7.030762928701695e-11	0
fig.623.1103.peg.747	0	0.0705864461790423	0	0	0
fig.623.1103.peg.75	0	0	0	1.4391420283287962e-11	0
fig.623.1103.peg.78	0	0	0	2.8795542761869644e-12	0
fig.623.1103.peg.79	0	0	0	5.644712475201459e-13	0
fig.623.1103.peg.80	0	0	0	1.0855327924547977e-13	0
fig.623.1103.peg.81	0	0	0	1.9055778366759622e-14	0
fig.623.1103.peg.82	0	0	0	3.1739738382983752e-15	0
fig.623.1103.peg.83	0	0	0	5.110218377615679e-16	0
fig.623.1103.peg.86	0	0	0	8.747677037285726e-17	0
fig.623.1103.peg.87	0	0	0	3.230137832547834e-17	0
fig.623.1277.peg.1438	0	0	0	-0.11168311169797233	0
fig.623.1277.peg.1482	0	0	0	0	0.16280031325790473
fig.623.1277.peg.1545	0	0	0.018054725586631806	-0.00806933337087298	0
fig.623.1277.peg.243	0	0	0	-4.3761712457092684e-6	0
fig.623.1277.peg.2768	0	0	0	0	0.018540763290379982
fig.623.1277.peg.3309	0.0011469466474287194	0	0	0	0
fig.623.1277.peg.3310	0.0013360478653715677	0	0	0	0
fig.623.1277.peg.3311	0.0013509250122173727	0	0	0	0
fig.623.1277.peg.3312	0.0012914433350654563	0	0	0	0
fig.623.1277.peg.3313	0.0012454463821231605	0	0	0	0
fig.623.1277.peg.3314	0.001239737697659947	0	0	0	0
fig.623.1277.peg.3315	0.0012622553219790804	0	0	0	0
fig.623.1277.peg.3316	0.0012907680596374218	0	0	0	0
fig.623.1277.peg.3317	0.0013091479574813966	0	0	0	0
fig.623.1277.peg.3318	0.0013116465408554666	0	0	0	0
fig.623.1277.peg.3319	0.0013005594599324723	0	0	0	0
fig.623.1277.peg.3320	0.0012819473530255503	0	0	0	0
fig.623.1277.peg.3321	0.0012620364801041793	0	0	0	0
fig.623.1277.peg.3327	0	-0.04930539265263954	0	0	0
fig.623.1277.peg.3859	0	0	0.09819099768624855	0	0
fig.623.1277.peg.3865	0.001245200921216115	0	0	0	0
fig.623.1277.peg.3866	0.0012334119899480285	0	0	0	0
fig.623.1277.peg.3867	0.0012266305351236078	0	0	0	0
fig.623.1277.peg.3869	0.0012235909174084627	0	0	0	0
fig.623.1277.peg.3872	0.0012225779700040973	0	0	0	0
fig.623.1277.peg.3875	0.0012219900996182796	0	0	0	0
fig.623.1277.peg.3876	0.0012206376625706825	0	0	0	0
fig.623.1277.peg.3993	0	0	0	0	-0.23450420021948765
fig.623.1277.peg.4413	0	0	0	0	-0.008153908396099242
fig.623.1277.peg.4455	0.014696843239052647	0	0	0	0
fig.623.1277.peg.4460	0.04905685723359898	0	0	0	0
fig.623.1277.peg.4461	0.04916956279296583	0	0	0	0
fig.623.1277.peg.4462	0.049422451994162814	0	0	0	0
fig.623.1277.peg.4463	0.049778018424283574	0	0	0	0
fig.623.1277.peg.4497	0	0.04175182629737985	0	0	0
fig.623.1277.peg.4526	0	0	0	0	0.062272637540196185
fig.623.1277.peg.734	-0.06262070307894514	0	0	0	0
fig.623.1278.peg.2525	0	0	-0.02325059154803864	0	0.09690503963918443
fig.623.1278.peg.3467	0	0	0	0	0.05528236402881799
fig.623.1279.peg.4137	0	0	0	0	0.05541363630593874
fig.623.1279.peg.4361	0	0	0	-0.02864776570540656	0
fig.623.1279.peg.4362	0	0	0	-0.028488160301968685	0
fig.623.1281.peg.1368	0	0.04808152113199688	0	0	0
fig.623.1281.peg.2855	0	0	0	0	-0.03787027620394761
fig.623.1281.peg.3094	0.012858089908528745	0	0	0	0
fig.623.1281.peg.3157	0	0.013640451319328527	0	0	0
fig.623.1281.peg.3759	0	0.15670611791193442	0	0	0
fig.623.1281.peg.4081	0	0.09340805242472794	0	-0.002676065676586842	0
fig.623.1281.peg.4238	0	0	0	0	0.02002065121509151
fig.623.1281.peg.4254	0	0	0	0	-0.00792508480927621
fig.623.1281.peg.63	0	0.010470484165021963	0	0	0
fig.623.1282.peg.3722	0.05055266724971037	0	0	0	0
fig.623.1282.peg.4445	0	0	0	0.007040785270314478	0
fig.623.1282.peg.4446	0	0	0	0.0071370977963501	0
fig.623.1283.peg.815	-0.0011784812846750866	0	0	0	0
fig.623.1284.peg.2477	0	0	0	0.020081454319737298	0
fig.623.1284.peg.2490	0	0	0	0	0.005815741272134543
fig.623.1284.peg.4274	0	0	0.027770804251819783	0	0
fig.623.1284.peg.4546	0	0	0.17128616565136157	0	0
fig.623.1284.peg.765	0	0	3.140032013295861e-5	0	0
fig.623.1285.peg.1454	0	0	0.017940617347691465	-0.007900315822880803	0
fig.623.1285.peg.1481	0	0	0.017619940029615273	-0.007906056616683085	0
fig.623.1285.peg.4568	0.05148263794801704	0	0	0	0
fig.623.1285.peg.4763	0	0.04832194396320912	0	0	0
fig.623.1286.peg.4199	-0.03890742233334852	0	0	0	0
fig.623.1286.peg.4200	-0.03906185934529371	0	0	0	0
fig.623.1286.peg.4203	-0.11373444439183408	0.1458657399108108	0	0	0
fig.623.1286.peg.4204	-0.039072173002559926	0	0	0	0
fig.623.1287.peg.1312	0	0	0	0.12022889210832488	0
fig.623.1287.peg.4670	0	0	0	0.01987519814652352	0
fig.623.1287.peg.4782	0	0.001427107618740642	0	0	0
fig.623.1288.peg.1645	0	-0.019180898084690083	0	0.17739754471757238	0
fig.623.1288.peg.2320	0.1145410692266617	0	0	0	0
fig.623.1288.peg.2578	0.0513714569063429	0	0	0	0
fig.623.1288.peg.3702	0	0	0	0	0.05913248594403859
fig.623.1288.peg.4563	-0.05007245004424303	0	0	0.007601017621929439	0
fig.623.1289.peg.3439	0.0021942538224883116	0	0	0	0
fig.623.1289.peg.4140	0.18277456221128793	0	0	0	0
fig.623.1291.peg.2096	0	0	0	0	0.13999111154289612
fig.623.1291.peg.4660	0.008904279555593938	0	0	0	0
fig.623.1292.peg.2766	0.027020538397341407	0	0	0	0
fig.623.1292.peg.4477	0	0.0029196225449349424	0	0	0
fig.623.1292.peg.4791	0	0.15745360542008807	0	0	0
fig.623.1293.peg.2283	0	0	0.04130217428873101	0	0
fig.623.1293.peg.2295	0	0	0	0	0.04624209700031223
fig.623.1293.peg.4088	0	0	0.027117332543832903	0	0.0563351382826833
fig.623.1293.peg.4245	0	0	0.013721981123983769	0	0
fig.623.1293.peg.4321	0	0	0	0	0.06354843166008164
fig.623.1293.peg.4708	0.20098311717878528	0	0	0	0
fig.623.1295.peg.2504	0	0	0	0.12506896628753839	0
fig.623.1296.peg.4191	0.0022081182986900625	0	0	0	0
fig.623.1296.peg.4293	8.498689691542172e-4	0	0	0	0
fig.623.1296.peg.4404	0	0	0.0772548613981713	0	0.003281191953031287
fig.623.1297.peg.1412	0	0.021537174893737864	0	0	0
fig.623.1298.peg.1505	0	0	0	0.007602382590545063	0
fig.623.1299.peg.10	0.012049548993770684	0	0	0	0
fig.623.1299.peg.1652	0.011999451971425771	0	0	0	0
fig.623.1299.peg.1916	0.012198161814911493	0	0	0	0
fig.623.1299.peg.233	0.012405753334387233	0	0	0	0
fig.623.1299.peg.2356	0.012509435479414046	0	0	0	0
fig.623.1299.peg.3415	0.012514507607334644	0	0	0	0
fig.623.1299.peg.3453	0.012470765865860066	0	0	0	0
fig.623.1299.peg.3454	0.012421451365274536	0	0	0	0
fig.623.1299.peg.3460	0.01238732624060247	0	0	0	0
fig.623.1299.peg.4121	0.012371158344315044	0	0	0	0
fig.623.1299.peg.4553	0.012367427986422909	0	0	0	0
fig.623.1299.peg.765	0.014248878770009927	0	0	0	0
fig.623.1301.peg.2707	0	0	0.014485632116538135	0	0
fig.623.1301.peg.4391	0	0	0.0141117076033783	0	0
fig.623.1303.peg.1400	0	0.05493528814398788	0	0	0
fig.623.1303.peg.197	-0.013873435466495773	0	0.027358804453730658	0	0
fig.623.1303.peg.2081	0	0	0	-0.022895586879956624	0
fig.623.1303.peg.2361	-4.2476764152552687e-4	0	0	0	0
fig.623.1303.peg.2962	-2.547194316254424e-4	0	0	0	0
fig.623.1303.peg.3883	0	0	-0.01377323554227428	0	0
fig.623.1303.peg.676	0	0	0	-0.006316694204911322	0
fig.623.1304.peg.4075	0	0	0.06880834779240755	0	0
fig.623.1305.peg.1181	0	0	0	1.9778978804621e-4	0
fig.623.1305.peg.1182	0	0	0	8.897360550315321e-5	0
fig.623.1305.peg.1183	0	0	0	3.17088087120835e-5	0
fig.623.1305.peg.1186	0	0	0	9.61151518669767e-6	0
fig.623.1305.peg.1193	0	0	0	2.5915458852903472e-6	0
fig.623.1305.peg.1196	0	0	0	6.402362100013905e-7	0
fig.623.1305.peg.1203	0	0	0	1.4786290732483257e-7	0
fig.623.1305.peg.1207	0	0	0	3.237581438274421e-8	0
fig.623.1305.peg.1208	0	0	0	6.789385231114277e-9	0
fig.623.1305.peg.1330	0	0.28720351344928274	0	0	0
fig.623.1305.peg.3922	-0.07900950906961303	0	0	0	0
fig.623.1305.peg.4443	0	0.0278870588925887	0	0	0
fig.623.1307.peg.3890	0	0	0	0.022941617215546745	0
fig.623.1307.peg.4441	0	0	0	0.0228920462470022	0
fig.623.1307.peg.4442	0	0	0	0.022778342534393342	0
fig.623.1307.peg.4529	0	0	0	0.022645985794142877	0
fig.623.1307.peg.4531	0	0	0	0.022512251100396417	0
fig.623.1307.peg.4742	0	0	0	0.022377210846414298	0
fig.623.1308.peg.1178	0	0	0	0.020073369562536608	0
fig.623.1309.peg.2114	0	0	0	0	0.08081085695662522
fig.623.1309.peg.4370	0	0.036152519007102084	0	0	0
fig.623.1317.peg.125	0	0	0	0	0.2380417263426538
fig.623.1317.peg.4705	0	0.04169201860235394	0	0	0
fig.623.1319.peg.4110	0	0	-0.047895253908053236	0	0
fig.623.1321.peg.3940	0	0	0	0	-0.10901067523776384
fig.623.1321.peg.4373	0	0	0	0.04170023949565186	0
fig.623.1323.peg.1827	0	-0.0521792171108646	0	0	0
fig.623.1323.peg.4657	0	0	0	0.01999185683287314	0
fig.623.1323.peg.4661	0	0	0	0.019920826978628646	0
fig.623.1326.peg.4872	0	0	0.08959416787106986	0	0
fig.623.1327.peg.1857	0	0	0.1999680139516578	0	-0.046266331863579514
fig.623.1327.peg.4003	0	0	0.020712350409915106	0	0.057470297122920774
fig.623.1328.peg.3310	0	0	0	0.006398317953212545	0
fig.623.1328.peg.3374	0	0	0	0.006366887726671882	0
fig.623.1331.peg.2582	0	0.007821687440691876	0	-0.012844595635179439	0
fig.623.1333.peg.4413	0	0.12481599631237064	0	0	0
fig.623.1337.peg.1229	0	-0.03052501147831021	0	0.03549546398730567	0
fig.623.1337.peg.3735	0.01224791701701847	0	0	0	0
fig.623.1337.peg.4224	0.012251451809412436	0	0	0	0
fig.623.1342.peg.3381	0	0	0	-0.0035964534869714414	0
fig.623.1342.peg.3984	0	0	0.020613129387982224	-0.07438534791125913	0
fig.623.1342.peg.4531	0	0	-0.013541623301287928	0	0
fig.623.1342.peg.55	0	0	0	0.14787445813222247	0
fig.623.1343.peg.1613	0	0	0.00907792852606707	0	0
fig.623.1343.peg.4532	0.02798117057960891	0	0	0	0
fig.623.1343.peg.4769	0.02811463975968843	0	0	0	0
fig.623.1343.peg.4770	0.02782907116041184	0	0	0	0
fig.623.1344.peg.216	0	0.0032124449271771095	0	0	0
fig.623.1344.peg.217	0	0.0031114040827164473	0	0	0
fig.623.1344.peg.218	0	0.0028789428525404044	0	0	0
fig.623.1344.peg.219	0	0.005318213899496823	0	0	0
fig.623.1344.peg.220	0	0.005642945339192969	0	0	0
fig.623.1344.peg.221	0	0.005897813919869487	0	0	0
fig.623.1344.peg.222	0	0.005940482394001664	0	0	0
fig.623.1344.peg.223	0	0.005907973899530905	0	0	0
fig.623.1344.peg.224	0	0.005887339074700329	0	0	0
fig.623.1344.peg.225	0	0.005898564155498571	0	0	0
fig.623.1344.peg.226	0	0.0026676402201854885	0	0	0
fig.623.1344.peg.227	0	0.0020816061672228	0	0	0
fig.623.1344.peg.228	0	0.005356034761903826	0	0	0
fig.623.1344.peg.229	0	0.00566713719905942	0	0	0
fig.623.1344.peg.230	0	0.005880496184128425	0	0	0
fig.623.1344.peg.231	0	0.005977973582221284	0	0	0
fig.623.1344.peg.232	0	0.0060338937035592476	0	0	0
fig.623.1344.peg.233	0	0.00608750327304857	0	0	0
fig.623.1344.peg.234	0	0.006144844638342968	0	0	0
fig.623.1344.peg.235	0	0.006201344783506656	0	0	0
fig.623.1344.peg.236	0	0.006251973318102901	0	0	0
fig.623.1344.peg.237	0	0.006293063899272418	0	0	0
fig.623.1344.peg.238	0	0.0063221195811845425	0	0	0
fig.623.1344.peg.239	0	0.00633764431447793	0	0	0
fig.623.1344.peg.240	0	0.006339054332315672	0	0	0
fig.623.1344.peg.241	0	0.006326511381020701	0	0	0
fig.623.1344.peg.242	0	0.0063006996233648	0	0	0
fig.623.1344.peg.243	0	0.006262635358887615	0	0	0
fig.623.1344.peg.244	0	0.006213553292141409	0	0	0
fig.623.1344.peg.245	0	0.0022944088940788764	0	0	0
fig.623.1344.peg.246	0	0.0016729542573456178	0	0	0
fig.623.1344.peg.247	0	0.0012711238191625604	0	0	0
fig.623.1344.peg.248	0	9.850858501271396e-4	0	0	0
fig.623.1344.peg.250	0	7.467585895632539e-4	0	0	0
fig.623.1344.peg.251	0	5.446334315651468e-4	0	0	0
fig.623.1344.peg.252	0	3.8137254846768424e-4	0	0	0
fig.623.1344.peg.253	0	0.004868511475830134	0	0	0
fig.623.1344.peg.254	0	0.005224244547621693	0	0	0
fig.623.1344.peg.255	0	0.005379248559007865	0	0	0
fig.623.1344.peg.256	0	0.005421027770860821	0	0	0
fig.623.1344.peg.257	0	0.005426004477794416	0	0	0
fig.623.1344.peg.258	0	0.00542067793164062	0	0	0
fig.623.1344.peg.259	0	0.005407074546709661	0	0	0
fig.623.1344.peg.260	0	9.488560719292328e-4	0	0	0
fig.623.1344.peg.4533	0	0	0	-0.09040024181391083	0
fig.623.1344.peg.4601	0	6.086412899834966e-4	0	0	0
fig.623.1344.peg.4641	0	4.0727130561536967e-4	0	0	0
fig.623.1344.peg.4680	0	2.813499956308606e-4	0	0	0
fig.623.1346.peg.3597	0	0	0	0.043796052784594725	0
fig.623.1347.peg.2374	0	0	0	0.003045230461121841	0
fig.623.1347.peg.3928	0	0.01209988176031068	0	0	0
fig.623.1347.peg.4516	0	0	0	0.007138026519198279	0
fig.623.1347.peg.4517	0	0	0	0.0072331152253624405	0
fig.623.1347.peg.979	0	0.11348132299872046	0	0	0
fig.623.1352.peg.4501	0.09490182134236937	0	0	0	0
fig.623.1356.peg.2470	0	0.0419813939201942	0	0	0
fig.623.1357.peg.4133	0.013212300555513656	0	0	0	0
fig.623.1358.peg.3036	0	-0.01775868395041278	0	0.09972082697186514	0
fig.623.1358.peg.4870	0	0	0.019193110555002536	0	0
fig.623.1359.peg.2019	0	0	0	-0.015419713872339938	0.021241987624856445
fig.623.1361.peg.2978	-7.83598423118359e-4	0	0	0	0
fig.623.1361.peg.2983	0	0.09549733465823783	0	0	0
fig.623.1361.peg.4467	0	0.15412927928865441	0	0	0
fig.623.1363.peg.4089	0	0	0	0.007256789345682208	0
fig.623.1363.peg.4559	0	0	0	0.007191567389851579	0
fig.623.1363.peg.4583	0	0	0	0.007094534819539092	0
fig.623.1363.peg.4587	0	0	0	0.0069657559454370495	0
fig.623.1363.peg.4588	0	-0.03175357851000699	0	0.24644141172324024	0
fig.623.1363.peg.618	0	0	0	0.006057405627390655	0
fig.623.1363.peg.911	0	0	0	0.00599851784472249	0
fig.623.1371.peg.2510	0	0	0	0	0.0075624873043039186
fig.623.1373.peg.4039	0	0	0	-0.04564192053762759	0
fig.623.1374.peg.3204	0	0	0.051840802279501844	0	0
fig.623.1382.peg.4846	0	0	0	0.09659951832889459	0
fig.623.1396.peg.3500	0	0	0	0	9.516594447311344e-4
fig.623.1397.peg.4394	0	0	0.15665962409341105	0	0
fig.623.1401.peg.3894	0	0.04116573063159721	0	0	0
fig.623.1401.peg.4315	0.05022813984040381	0	0	0	0
fig.623.1401.peg.4395	0	0.0080194134379128	0	0	0
fig.623.1404.peg.3544	7.774186433997255e-5	0	0	0	0
fig.623.1404.peg.3546	2.028314077558258e-5	0	0	0	0
fig.623.1404.peg.3547	4.696810678593646e-6	0	0	0	0
fig.623.1404.peg.3548	1.0084911449564412e-6	0	0	0	0
fig.623.1404.peg.3549	2.0542459683849056e-7	0	0	0	0
fig.623.1404.peg.3550	4.0237947632420334e-8	0	0	0	0
fig.623.1404.peg.3551	7.646067938944303e-9	0	0	0	0
fig.623.1404.peg.3552	1.4180299436913167e-9	0	0	0	0
fig.623.1404.peg.3553	2.577916617231692e-10	0	0	0	0
fig.623.1404.peg.3925	4.608909053712358e-11	0	0	0	0
fig.623.1404.peg.4055	8.123827560007337e-12	0	0	0	0
fig.623.1404.peg.409	1.4144847879996458e-12	0	0	0	0
fig.623.1404.peg.4097	2.437254622874555e-13	0	0	0	0
fig.623.1404.peg.4165	0	0	0	-0.0027576117965919583	0
fig.623.1404.peg.4450	4.157843279137568e-14	0	0	0	0
fig.623.1406.peg.4843	0	0	0.22153213370977956	0	0
fig.623.1416.peg.3095	8.027595346947903e-4	0	0	0	0
fig.623.1416.peg.3666	0.1205735433510951	0	0	0	0
fig.623.1419.peg.4753	0	0	0.02726644683753857	0	0.056127172143390414
fig.623.1425.peg.4794	0	0	0	0	0.12989377771409333
fig.623.1428.peg.1844	0.012285952021343971	0	0	0	0
fig.623.1429.peg.4644	0	0	0	0	0.05626741870935051
fig.623.1431.peg.1032	0	-0.1738521950657937	0	0	0
fig.623.1431.peg.2447	-0.012287789867627083	0	0	0	0
fig.623.1431.peg.825	0	0.03005442359827361	0	0	0
fig.623.1438.peg.192	0	0.15054955639479095	0	0	0
fig.623.1441.peg.4360	0	0	0	0.0063376470345277835	0
fig.623.1441.peg.4531	0.09536467849356532	0	0	0	0
