Variable	PEN	PEN_TMD	TMD_MAC_PEN	TMD_PEN	TMD_PEN_MAC
group_10033	0	0.04352726145430637	0	0	0
group_10034	0	0.046693351362445366	0	0	0
group_10061	0	0.24891354963749068	0	0	0
group_10077	0	0	0	0	0.2093750557264769
group_10107	0	0	0.016481673103024504	0	0
group_10108	0	0	0.06811398300373675	0	0
group_10336	0	0	0	0.0039739338628627845	0
group_10364	0	0.04525526493258356	0	0	0
group_10365	0	0.04354151768297399	0	0	0
group_10366	0	0.007588752095399536	0	0	0
group_10367	0	0.01086206528373015	0	0	0
group_10368	0	0.011648193154767577	0	0	0
group_10369	0	0.012116344359347952	0	0	0
group_10370	0	0.01233188416599544	0	0	0
group_10371	0	0.012355141669711444	0	0	0
group_10372	0	0.012313138152911162	0	0	0
group_10375	0	0	0.03510615133813845	0	0
group_10376	0	0	0.033490982672594614	0	0
group_10377	0	0	0.029563863093381305	0	0
group_10383	0	0.49692337113131196	0	-0.09486336200313451	0
group_1042	0	0.02774844200610195	0	0	0
group_10666	0	0.04219500980138601	0	0	0
group_10667	0	0.047636188125784754	0	0	0
group_10671	0	0.041820114405663716	0	0	0
group_10676	0	0.05497103181265169	0	0	0
group_1133	0	0.025124627978626246	0	0	0
group_125	0	0.022751656514945914	0	0	0
group_1393	0.0486839919648865	0	0	0	0
group_1457	0	0	0.013707697199836982	0	0
group_1473	0	0.02143485093592808	0	0	0
group_1632	0	0.020529237551705607	0	0	0
group_1743	0	0.2194569092503861	0	0	0
group_1882	0	0	0	0	-0.09750224237598026
group_1942	0	0.01992044438296286	0	0	0
group_1964	0	0	-0.019140555951606145	0	0
group_2019	0.05215908523552947	0	0	0	0
group_2140	0	0	0	0.041963473672761355	0
group_2235	0	0	0.06769706580628847	0	0
group_2273	0	0.015559186713563445	0	0	0
group_2441	0	0	0.02257637748847162	0	0
group_2446	0	0	0.012458208933304193	0	0
group_2523	0	0	-0.021141452367223257	0	0
group_255	0	0.014594796860728914	0	0	0
group_2606	0	0	0	0.19862803898720008	0
group_2683	0	0.008415783825267918	0	0	0
group_2721	0	0.0076651433245164295	0	0	0
group_2747	0	0.007412560579882783	0	0	0
group_2759	0	0.007260121208931903	0	0	0
group_2829	0	0.00712020446209903	0	0	0
group_2845	-0.01950657727582685	0	0	0	0
group_2877	0	0.006955701318858764	0	0	0
group_2930	0	0.0067692238894296874	0	0	0
group_3033	0	0.006575398992238871	0	0	0
group_3086	0.2903512100668967	0	0	0	0
group_3101	0	0	0	0.012600773629790346	0
group_3187	0	0	0	0	0.04751579334194136
group_3320	0	0	0.0687734300247915	0	0
group_3350	0	0.006381024427923479	0	0	0
group_3403	0	0	0	0	0.0236828431092082
group_3421	0	0	0	0.014177561997765467	0
group_3517	0	0	0	-0.009550084071276766	0
group_3543	0	0	0	0.01616402993823806	0
group_3699	0	0.007724911603668313	0	0	0
group_3726	0	0.0075827980958577245	0	0	0
group_3727	0	0.007345780483326275	0	0	0
group_3839	0	0.007101708583343482	0	0	0
group_3867	0	0	0	0	0.13609360200033174
group_3876	0	0	0	0.01699803482758515	0
group_3913	0	0	0.17202695012032557	0	0
group_4004	0	0.006875908731638215	0	0	0
group_4005	0	0.006673334914359552	0	0	0
group_4111	0	0.04137740755687513	0	0	0
group_4148	0	0.00651509338274026	0	0	0
group_4311	0	0.009875810107365237	0	0	0
group_4335	0.016847022495017558	0	0	0	0
group_4359	0	0	0	-0.04289219817225808	0
group_4363	0	0.006302251422988301	0	0	0
group_4389	0.019800477323047204	0	0	0	0
group_4403	0	0	0	0.010398339350449608	0
group_4451	0	-0.059688022195291845	0	0	0
group_4459	0	0	0	0.3719080504316976	0
group_4510	0	0	0	-0.0033652226928608023	0
group_4616	0	0	0	0.014087122755515201	0
group_4623	0	0	0	0	-0.17357962495849766
group_4624	0	0.004415620173958605	0	0	0
group_4709	0	0	0	-0.003360879152113244	0
group_4718	0.06329664282174036	0	0	0	0
group_4721	0	0.07286747792657969	0	0	0
group_4761	-0.09857865347055636	0	0	0	0
group_4795	0	0.03920575144658438	0	0	0
group_4801	-0.02106769922139392	0	0	0	0
group_4810	0	0.22934076271650083	0	0	0
group_4868	0	0	0	0	0.3122958466860638
group_4898	0.020586656748440586	0	0	0	0
group_4947	0	0	0	-0.014888451605889867	0
group_4981	0	0	0	0	0.08066857879204817
group_5056	0.06494913267222968	0	0	0	0
group_5058	0	0	0.06967808432585623	0	0
group_5063	0	0	0	-0.03833959885899799	0
group_5067	-0.0774815250698991	0	0	0	0
group_5121	0	0	0	0	0.14755681088231193
group_5156	0	0.004612585764652383	0	0	0
group_5161	0	-0.05257287959510956	0	0.030603075034616133	0
group_5165	0	0.03256918991159454	0	0	0
group_5179	0	0.7281040275379003	0	-0.04920964994030564	0
group_5231	0	0	0	-0.043270672366239826	0
group_5239	0	0	0.27499919349815277	0	0.2921238382027351
group_5261	0	0	0	0.008732581043969491	0
group_5278	0.0016221967532876786	0	0	0	0
group_5289	0	0	0	0	0.14233190085786243
group_5296	0	0	0	0	-0.020522673895723174
group_5306	0	0	0	0.07931399289762558	0
group_5328	0	0	-0.31045670407051873	0	0
group_5357	0	0	0	-0.06938463112240666	0
group_5421	0	0	0	0	-0.06857979252541564
group_5424	0	0	0	0.03538806341445233	0
group_5425	0	0	0	0.030799978096998554	0
group_5463	0	0	0	0	0.12941092889335706
group_5515	0	0	0	0	0.13553455600850342
group_5546	0	0	0.28843508079631885	0	0
group_5595	0	0	-0.016401981557995122	0	0
group_5620	0	0	0	-0.08045187513383514	0
group_5649	0	0	0	-0.32315111312327055	0
group_5665	0	-0.18179435547227615	0	0.44221882804460116	0
group_5718	0	0.6319154385476549	0	0	0
group_5748	0	0	0	-0.20999080684434096	0
group_5762	0	0	0	-0.02565407208625592	0
group_5768	0	0	0	0	0.16050177568054125
group_5784	0	0.3277772916364235	0	-0.07299966479019544	0
group_5787	0	0	0.12545542806456647	0	0
group_5900	0	0.15042462977963023	0	0	0
group_5933	0	0	0.25682827238380457	0	0
group_6075	0	0	0	0	0.6583428701332472
group_6125	0	0	0	-0.0045525984869376	0
group_6159	0	0	0	0.004164464441554766	0
group_6336	0	0	0	0	0.08156190012177096
group_6343	0.24992434013826811	0	0	0	0
group_6346	0.020033505981919327	0	0	0	0
group_6381	0	0.03766567157090852	0	0	0
group_6388	0	0	0.021198375715761466	0	0
group_6468	0	0.5871945018817667	0	0	0
group_6571	0	0	0	0	0.11663967591728647
group_6579	0	0	0	0	-0.011699927864998799
group_6582	0	0.12552845061623968	0	0	0
group_6586	0	0	0.01955009485477454	0	0
group_6602	0	0	0	0.005350973245645886	0
group_6654	-0.23928961459881148	0	0	0	0
group_6659	0	0	-0.0683702023891491	0	0.07369085180017154
group_6731	0	-0.046730633439338365	0	0	0
group_6749	0	0	0	0	0.17575609672587725
group_676	0.06572376838677282	0	0	0	0
group_6771	0	0	0.09600527825069416	0	0
group_6775	0.01970112116496426	0	0	0	0
group_6804	0	0	0	0.006603379613738365	0
group_6807	0	0	0	0.19259502115223048	0
group_6846	0	0	0	0.11873635246771282	0
group_6913	-0.1351004931211191	0	0	0	0
group_6918	0	-0.016738293684713794	0	0	0
group_6988	0	0	0.0115464742209623	0	0
group_7114	0	0	0	0	0.03241860736327014
group_7179	0	-0.26730455450137836	0	0.19364769572865836	0
group_7193	0	0.07458450778006401	0	0	0
group_7227	0	2.541473422480217e-4	0	0	0
group_7273	0	5.061559448407772e-4	0	0	0
group_7348	0	0	0.2551725701477421	0	0
group_7353	0	0	0	-0.009713637320591127	0
group_7454	0	7.210209908775942e-4	0	0	0
group_7515	0	0	0	-0.059073336838171696	0
group_7546	0	0	0	-0.009096299854969242	0
group_7575	0.017607926644691508	0	0	0	0
group_7588	0	0	0.003217176851932428	0	0
group_7593	0	0.001121446005255763	0	0	0
group_7629	-0.02553085870407485	0	0	0	0
group_7648	0.01580173156276556	0	0	0	0
group_771	0	0	0.004988059679077825	0	0
group_7726	0	0	-0.1154259686263064	0	0
group_7779	0	0	0.18260769763396892	0	0
group_7788	0	0	0	-0.006113453179700544	0
group_7850	0	-0.10448205740174567	0	0	0
group_7861	0	0	-0.06927287177438939	0	0
group_7881	0	0	-0.04519219686109926	0.22246578492582422	0
group_7885	0	0	0	0.16210152394193267	0
group_7891	0	0	0	0.01715550873091966	0
group_7916	0	0	0	0.314012557404845	0
group_8000	0	0	0.06440633030625162	0	0
group_8001	0	0	0	-0.0072325821804240424	0
group_8008	0	0	0	0.009532854065492093	0
group_8082	0	0	0.06792338425830154	0	0
group_8084	0	0	0	0.002608598401786021	0
group_8095	0	0.5059132514221111	0	0	0
group_8133	0	0	0.04597141649950631	0	0
group_8134	0	0	0	0.01805585986280507	0
group_8160	0	0	0	0.017585875651136618	0
group_8170	0	0	-0.025228067105127913	0	0.10108920422945754
group_8181	0	0	0.5337433477905731	0	0
group_8191	0	0	0.24801667865697716	0	0
group_8194	0	0	0	0	0.07493249750026756
group_8202	0.0040257749367658595	0	0	0	0
group_8203	0	0	0	0.01711275582119298	0
group_8234	0	0.010929997807311931	0	0	0
group_8237	-0.9541539549019045	0	0	0	0
group_8372	-0.04484764301956206	0	0	0	0
group_8373	-0.1383737681474282	0	0	0	0
group_8405	0.005938542221569179	0	0	0	0
group_8483	-0.9681858258062188	0	0	0	0
group_851	0	0.012164751777342197	0	0	0
group_8564	0	0	0	0	0.26526906531123956
group_8569	0	0	0.22115415345616696	0	0
group_8598	0	0	0.22034916524030346	0	0
group_8603	0	0	0	0	0.16477488017114203
group_8632	0	0	0	0	0.1534814309386753
group_8653	0	0	0.10241506870655266	0	0
group_8658	0.10308358689238553	0	0	0	0
group_8739	0	0	0	0.009344467009017442	0
group_8744	0	0	0	0.007560901838062169	0
group_8754	0	0	0	0.016670172050250155	0
group_8776	0	0	0.021786758980246918	0	0
group_8777	0	0	0.020584645249424417	0	0
group_8834	0	0.07863065373937088	0	0	0
group_8852	0	0.07771340197332752	0	0	0
group_8864	0	0	0	0.40204223449044296	0
group_8882	0	0	0.02070663013385843	0	0
group_8884	0	0	0.020403443940640566	0	0
group_8898	0	0	0	0.005862842907433903	0
group_8910	0.07346878482730648	0	0	0	0
group_8913	0.08453847774595598	0	0	0	0
group_8918	0.07067837947041554	0	0	0	0
group_8921	0	0	0	0	0.0811327479237075
group_8930	0	0	0.021822121196671745	0	0
group_8944	0	0	0.047340030627430515	0	0
group_8947	0	0	0.046892344648024595	0	0
group_895	0	0.011878381621066532	0	0	0
group_8950	0	0	0.04660453349182074	0	0
group_8957	0	0.13041633440102895	0	0	0
group_8983	0	0	0.005053001459921637	0	0
group_8990	0	0	0	0.36528731581962587	0
group_8991	0	0	0	0.0059284193595996	0
group_8992	0	0	0	0.0030385198502029596	0
group_8993	0	0	0	0.0012350887860348582	0
group_8994	0	0	0	4.2930088563221397e-4	0
group_8995	0	0	0	1.3013479764930507e-4	0
group_8996	0	0	0	3.4821294836534e-5	0
