num_obs	res_prop	n_feat	model	train_prop	val_prop	lower_prop_vi_top_feats	upper_prop_vi_top_feats	n_feats_returned	n_fold	fit_penalty	fit_mixture	nmcc	log2_apop	f1	spec	sens	bal_acc	run_time_sec	date
327	0.77	7329	LR	1	0	0	1	338	5	0.021544346900318822	0.2	1	0.37	1	1	1	1	68.21	2026-01-19
