Variable	Importance	Sign
fig.623.1103.peg.312	0.38191697851370554	NEG
fig.623.1103.peg.313	0.38138629468040014	NEG
fig.623.1101.peg.1303	0.1392744983440148	POS
fig.623.1103.peg.2587	0.13690505102155345	NEG
fig.623.1103.peg.311	0.13660076042898073	NEG
fig.623.305.peg.2217	0.13595651077264193	NEG
fig.623.1764.peg.138	0.02928608686058877	NEG
fig.623.1764.peg.137	0.029058132662702407	NEG
fig.623.1764.peg.140	0.028936460615481267	NEG
fig.623.1764.peg.141	0.028361631218394016	NEG
fig.623.1764.peg.168	0.02773053577883503	NEG
fig.623.1764.peg.179	0.02712595273152181	NEG
fig.623.1764.peg.188	0.026567256146813777	NEG
fig.623.1764.peg.222	0.026053962594252095	NEG
fig.623.1764.peg.223	0.025582956171003583	NEG
fig.623.1764.peg.235	0.025149233530766923	NEG
fig.623.1101.peg.4189	0.024806649595482004	NEG
fig.623.1764.peg.241	0.024745106964763158	NEG
fig.623.1764.peg.242	0.024361340129266464	NEG
fig.623.1764.peg.243	0.02398890588694466	NEG
fig.623.1764.peg.244	0.023620292479110988	NEG
fig.623.1103.peg.243	0.023607805366748807	NEG
fig.623.1101.peg.1550	0.020141804956552763	NEG
fig.623.1101.peg.3227	0.019549773572173905	NEG
fig.623.305.peg.5437	0.018038921874110273	NEG
fig.623.1101.peg.4338	0.017675164417617965	NEG
fig.623.306.peg.2671	0.017571597307339655	NEG
